Número Movimiento;Nombre;Ciudad;Fecha de movimiento;Valor de movimiento;Tipo;Banco;Imagen;Forma de pago
1231;Hosp Sao Francisco Saude;Los Ángeles;8/01/2021;$3.937,06;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1232;Bela Vista Tijolos;Chicago;8/01/2021;-$28.993,69;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1233;Bela Vista Tijolos;Houston;8/01/2021;-$775.500,39;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1234;Candura;Chicago;9/01/2021;$2.872,26;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
1235;Weg Amazonia;Houston;9/01/2021;-$16.072,04;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
1236;Xavantina;Los Ángeles;9/01/2021;$3.309,87;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
1237;Xavantina;Chicago;9/01/2021;$16.632,96;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1238;Weg Amazonia;Chicago;9/01/2021;$3.761,99;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1239;Ykk Do Brasil;Chicago;9/01/2021;$16.893,06;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1240;Ykk Do Brasil;Los Ángeles;9/01/2021;$2.962,97;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
1241;Capital Reciclaveis;Nueva York;10/01/2021;$16.091,45;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1242;Yorg;Houston;10/01/2021;$3.654,50;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
1243;Wasser Kraft;Los Ángeles;10/01/2021;$16.917,94;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1244;Zaccaria;Nueva York;10/01/2021;$158.494,97;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;MercadoPago
1245;Wasser Kraft;Houston;10/01/2021;-$5.731,08;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1246;Yorg;Houston;10/01/2021;-$515,69;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1247;Zaccaria;Chicago;10/01/2021;-$749,21;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1248;Indaia;Los Ángeles;11/01/2021;-$6.850,83;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1249;Tempo Energia;Houston;12/01/2021;-$54.094,78;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1250;Tempo Energia;Houston;12/01/2021;$4.937,31;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1251;Tempo Energia;Nueva York;12/01/2021;$148.265,85;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1252;Tempo Energia;Chicago;12/01/2021;$16.392,99;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1253;Tempo Energia;Nueva York;12/01/2021;$14.717,48;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1254;Ind De Moveis Thb;Nueva York;13/01/2021;$166.763,62;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1255;Hospital Evangelico;Houston;15/01/2021;$147.956,52;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
1256;Hospital Evangelico;Nueva York;15/01/2021;$13.993,22;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1257;Hospital Evangelico;Los Ángeles;15/01/2021;-$36.989,86;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1258;Hospital Evangelico;Chicago;15/01/2021;-$58.333,24;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1259;Ind De Moveis Thb;Nueva York;15/01/2021;-$25.832,59;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
1260;Hospital Evangelico;Los Ángeles;15/01/2021;-$11.882,92;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1261;Hospital Evangelico;Houston;15/01/2021;-$23.030,18;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
1262;Canoas Shopping;Chicago;16/01/2021;-$11.606,49;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1263;Rer Plasticos;Chicago;16/01/2021;-$563,26;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1264;Resende Shop;Chicago;16/01/2021;$185.531,75;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1265;Rer Plasticos;Nueva York;16/01/2021;-$32.026,82;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1266;Resende Shop;Houston;16/01/2021;-$2.512,51;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1267;Ind Plasticas Conquista;Chicago;16/01/2021;-$587,13;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1268;Rer Plasticos;Chicago;16/01/2021;-$6.505,56;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1269;Resende Shop;Nueva York;16/01/2021;-$7.068,60;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1270;Unimin;Los Ángeles;17/01/2021;-$8.019,62;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
1271;Ind De Moveis Thb;Nueva York;17/01/2021;$4.684,62;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
1272;Hospital Evangelico;Nueva York;17/01/2021;$37.824,02;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1273;Hospital Evangelico;Houston;17/01/2021;$37.049,79;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1274;Hospital Evangelico;Los Ángeles;17/01/2021;$35.956,33;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1275;Hospital Evangelico;Los Ángeles;17/01/2021;$35.244,33;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1276;Hospital Evangelico;Chicago;17/01/2021;$21.086,08;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1277;Diamante Ii;Houston;19/01/2021;$21.899,03;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
1278;Unimed Poa;Los Ángeles;19/01/2021;$20.029,82;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1279;Belem Hoteis;Chicago;19/01/2021;$143.942,40;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
1280;Indaia;Chicago;19/01/2021;$154.791,99;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1281;Ind De Moveis Thb;Nueva York;20/01/2021;$74.090,45;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1282;Capital Reciclaveis;Nueva York;22/01/2021;$3.784,20;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1283;Bela Vista Tijolos;Chicago;22/01/2021;$148.809,22;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1284;Candura;Houston;23/01/2021;$9.822,60;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1285;Diamante Iii;Los Ángeles;23/01/2021;$140.765,74;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1286;Diamante Iii;Chicago;23/01/2021;$9.822,60;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1287;Diamante Iii;Houston;23/01/2021;$9.822,60;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
1288;Ind Plasticas Conquista;Houston;23/01/2021;$9.822,60;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
1289;Canoas Shopping;Nueva York;24/01/2021;$9.822,60;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
1290;Indaia;Chicago;24/01/2021;-$7.796,88;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
1291;Yorg;Nueva York;24/01/2021;-$459,87;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1292;Xavantina;Houston;24/01/2021;-$5.023,27;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
1293;Zaccaria;Chicago;24/01/2021;-$261,35;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1294;Ind De Moveis Thb;Chicago;24/01/2021;-$3.105,48;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1295;Xavantina;Houston;24/01/2021;-$2.130,10;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1296;Zaccaria;Houston;24/01/2021;-$129,99;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1297;Yorg;Chicago;24/01/2021;-$34.553,61;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1298;Capital Reciclaveis;Houston;25/01/2021;-$1.768,41;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1299;Hosp Sao Francisco Saude;Chicago;26/01/2021;-$4.663,33;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1300;Canoas Shopping;Nueva York;26/01/2021;-$291,87;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
1301;Elkem Carboderivados;Houston;26/01/2021;-$4.239,97;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1302;Ind De Moveis Thb;Los Ángeles;26/01/2021;-$3.995,67;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
1303;Cantu2;Houston;29/01/2021;-$2.264,47;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1304;Cantu2;Houston;29/01/2021;-$1.823,64;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1305;Indaia;Chicago;29/01/2021;-$1.077.900,90;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1306;Ind Plasticas Conquista;Nueva York;29/01/2021;$14.431,38;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1307;Capital Reciclaveis;Chicago;30/01/2021;$13.579,56;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1308;Unimed Poa;Chicago;31/01/2021;$14.590,20;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1309;Tereftalicos;Chicago;31/01/2021;$168.997,37;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1310;Termag;Houston;31/01/2021;$13.451,88;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
1311;Elkem Carboderivados;Nueva York;31/01/2021;-$9.351,93;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1312;Terphane Ne;Nueva York;31/01/2021;-$1.371,44;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1313;Terphane Ne;Nueva York;31/01/2021;$16.667,85;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1314;Terphane Ne;Houston;31/01/2021;$17.172,93;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1315;Agro Latina;Nueva York;1/02/2021;$2.788,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
1316;Unimin;Los Ángeles;1/02/2021;$2.439,50;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1317;Ind De Moveis Thb;Los Ángeles;3/02/2021;$2.439,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1318;Cantu2;Los Ángeles;6/02/2021;$2.439,50;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1319;Nova Olinda B;Chicago;6/02/2021;$145.647,67;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1320;Nova Olinda B;Houston;6/02/2021;$117.829,67;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Efectivo
1321;Nova Olinda B;Chicago;6/02/2021;$2.788,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
1322;Nova Olinda B;Houston;6/02/2021;$2.439,50;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
1323;Nova Olinda B;Nueva York;6/02/2021;$2.522,56;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1324;Nova Olinda B;Chicago;6/02/2021;$2.505,43;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1325;Nova Olinda B;Los Ángeles;6/02/2021;-$7.733,22;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
1326;Nova Olinda B;Houston;6/02/2021;-$346.054,56;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1327;Nova Olinda B;Chicago;6/02/2021;-$13.976,34;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1328;Nova Olinda B;Nueva York;6/02/2021;-$197,26;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1329;Terminal Tiete;Houston;7/02/2021;-$7.067,17;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Efectivo
1330;Tenda;Los Ángeles;7/02/2021;-$22.555,79;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1331;Bela Vista Tijolos;Los Ángeles;7/02/2021;$47.466,89;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1332;Agro Latina;Chicago;7/02/2021;$3.189,86;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1333;Indaia;Chicago;7/02/2021;$46.483,35;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1334;Weg Amazonia;Los Ángeles;7/02/2021;$2.970,95;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1335;Xavantina;Los Ángeles;7/02/2021;$2.883,03;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
1336;Yorg;Houston;7/02/2021;$52.449,43;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
1337;Weg Amazonia;Houston;7/02/2021;-$9.237,83;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1338;Xavantina;Nueva York;7/02/2021;-$1.679,48;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1339;Yorg;Los Ángeles;7/02/2021;-$2.132,76;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1340;Ykk Do Brasil;Los Ángeles;7/02/2021;-$1.923,11;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1341;Ykk Do Brasil;Chicago;7/02/2021;-$233,14;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
1342;Bela Vista Tijolos;Nueva York;8/02/2021;-$54,22;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1343;Bela Vista Tijolos;Los Ángeles;8/02/2021;-$108.749,49;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1344;Bela Vista Tijolos;Nueva York;8/02/2021;$16.642,84;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
1345;Zaccaria;Houston;8/02/2021;-$18.144,00;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Efectivo
1346;Ind De Moveis Thb;Los Ángeles;8/02/2021;-$36.915,03;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1347;Zaccaria;Nueva York;8/02/2021;-$601.700,34;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1348;Capital Reciclaveis;Chicago;9/02/2021;-$14.026,88;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1349;Tera;Nueva York;14/02/2021;-$17.412,01;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
1350;Bela Vista Tijolos;Los Ángeles;14/02/2021;-$14.021,98;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
1351;Indaia;Nueva York;14/02/2021;$59.446,56;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1352;Resende Shop;Chicago;15/02/2021;$95.943,76;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1353;Rer Plasticos;Houston;15/02/2021;$14.612,20;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
1354;Rer Plasticos;Nueva York;15/02/2021;$15.842,71;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1355;Resende Shop;Chicago;15/02/2021;$4.906,48;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
1356;Rer Plasticos;Houston;15/02/2021;$16.565,59;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
1357;Capul;Los Ángeles;16/02/2021;$3.213,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
1358;Indaia;Los Ángeles;17/02/2021;$133.415,02;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1359;Ind De Moveis Thb;Chicago;17/02/2021;$160.711,20;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
1360;Ind De Moveis Thb;Houston;17/02/2021;$5.006,68;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1361;Ind De Moveis Thb;Chicago;17/02/2021;$16.574,32;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1362;Canoas Shopping;Nueva York;19/02/2021;$3.213,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1363;Unimin;Chicago;19/02/2021;$5.379,39;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1364;Bello Racao;Chicago;20/02/2021;$19.441,40;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1365;Diamante Iii;Chicago;20/02/2021;$3.213,00;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
1366;Diamante Iii;Chicago;20/02/2021;$3.213,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1367;Diamante Iii;Los Ángeles;20/02/2021;$3.213,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1368;Hospital Evangelico;Houston;20/02/2021;-$1.179,92;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;MercadoPago
1369;Hospital Evangelico;Los Ángeles;20/02/2021;-$25.981,66;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1370;Hospital Evangelico;Houston;20/02/2021;-$15.033,97;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1371;Hospital Evangelico;Nueva York;20/02/2021;-$20.571,60;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1372;Capital Reciclaveis;Houston;21/02/2021;-$10.510,85;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
1373;Bela Vista Tijolos;Los Ángeles;22/02/2021;-$13.427,61;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1374;Candura;Chicago;22/02/2021;-$10.209,96;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1375;Canoas Shopping;Los Ángeles;22/02/2021;-$19.869,92;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1376;Wasser Kraft;Chicago;22/02/2021;-$14.145,29;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
1377;Xavantina;Nueva York;22/02/2021;-$12.996,24;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1378;Wasser Kraft;Houston;22/02/2021;-$14.655,52;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1379;Xavantina;Chicago;22/02/2021;-$22.411,24;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
1380;Ykk Do Brasil;Chicago;22/02/2021;$17.159,73;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
1381;Ykk Do Brasil;Houston;22/02/2021;-$3.329,48;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1382;Ykk Do Brasil;Houston;22/02/2021;-$69.192,69;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1383;Ykk Do Brasil;Nueva York;22/02/2021;-$65.839,90;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1384;Ykk Do Brasil;Houston;22/02/2021;-$326,73;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
1385;Termag;Chicago;23/02/2021;-$1.426,60;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1386;Termo Aco;Chicago;23/02/2021;$15.151,98;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
1387;Bella Arte;Nueva York;23/02/2021;$8.707,21;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1388;Gnu Pet;Houston;23/02/2021;$141.182,83;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
1389;Zaccaria;Chicago;23/02/2021;$17.445,81;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1390;Zaccaria;Los Ángeles;23/02/2021;$123.816,68;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1391;Gnu Pet;Nueva York;23/02/2021;$13.237,83;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
1392;Gnu Pet;Nueva York;23/02/2021;$12.067,34;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1393;Indaia;Houston;24/02/2021;$11.347,25;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1394;Ind Plasticas Conquista;Nueva York;24/02/2021;$13.784,21;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
1395;Indaia;Chicago;28/02/2021;$12.424,62;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1396;Indaia;Los Ángeles;28/02/2021;$12.865,26;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
1397;Canoas Shopping;Houston;2/03/2021;$10.490,32;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Efectivo
1398;Ind De Moveis Thb;Nueva York;2/03/2021;$14.635,32;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1399;Depinus;Nueva York;5/03/2021;$11.473,79;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1400;Bela Vista Tijolos;Nueva York;5/03/2021;$12.216,90;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1401;Termo Interlagos;Chicago;6/03/2021;-$320.000,47;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1402;Canoas Shopping;Chicago;6/03/2021;-$30.403,17;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1403;Hosp Sao Francisco Saude;Houston;7/03/2021;-$7.781,31;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
1404;Bela Vista Tijolos;Los Ángeles;7/03/2021;$169.963,07;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;MercadoPago
1405;Agro Latina;Los Ángeles;8/03/2021;$21.760,00;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
1406;Weg Amazonia;Nueva York;8/03/2021;$21.760,00;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
1407;Weg Amazonia;Chicago;8/03/2021;$21.760,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1408;Capital Reciclaveis;Chicago;9/03/2021;$21.760,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1409;Xavantina;Los Ángeles;9/03/2021;$21.760,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1410;Xavantina;Los Ángeles;9/03/2021;$21.760,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
1411;Ind De Moveis Thb;Houston;9/03/2021;-$53.845,89;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
1412;Ykk Do Brasil;Houston;9/03/2021;$176.835,48;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
1413;Ykk Do Brasil;Houston;9/03/2021;$7.111,09;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
1414;Ykk Do Brasil;Houston;9/03/2021;$7.162,05;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
1415;Ykk Do Brasil;Chicago;9/03/2021;$141.827,32;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1416;Canoas Shopping;Los Ángeles;10/03/2021;$7.637,76;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
1417;Capital Reciclaveis;Chicago;12/03/2021;$2.505,43;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1418;Indaia;Houston;12/03/2021;$8.171,21;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1419;Renova;Los Ángeles;12/03/2021;$2.498,08;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1420;Renova;Los Ángeles;12/03/2021;$7.853,16;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
1421;Renova;Chicago;12/03/2021;$6.785,95;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
1422;Renova;Houston;12/03/2021;$7.067,39;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
1423;Renova;Houston;12/03/2021;$7.969,59;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
1424;Renova;Chicago;12/03/2021;$7.883,84;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
1425;Ind Plasticas Conquista;Houston;13/03/2021;$7.204,06;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
